Tracing lock events... Hit Ctrl-C to end.

                                  Caller                                  Process        PID   Avg Spin  Count   Max spin Total spin
                  b'kernfs_add_one+0xe2'                               b'dockerd'       4655       1608     56       5129      90058
            b'kernfs_create_dir_ns+0x53'                               b'dockerd'       4655       1509     14       5079      21132
            b'kernfs_create_dir_ns+0x53'                               b'dockerd'       4655       1279     14       5061      17911
               b'sysfs_merge_group+0x37'                               b'dockerd'       4655       1770     14       4972      24789
 b'devlink_compat_running_version+0x12f'                        b'NetworkManager'      16054       1573     33       4949      51910
            b'__kernfs_create_file+0x7f'                            b'(ostnamed)'      16061       2966      2       4909       5932
                    b'ext4_rename+0x8d1'                               b'dockerd'       4655       2562    127       4889     325430
              b'kernfs_create_link+0x62'                               b'dockerd'       4655       1464     14       4862      20508
            b'__kernfs_create_file+0x7f'                               b'dockerd'       4655       1194     28       4837      33444
            b'kernfs_create_dir_ns+0x53'                               b'dockerd'       4655       1713     14       4823      23995
                   b'do_renameat2+0x2b8'                               b'dockerd'       4655       2765     90       4769     248924
                b'cgroup_post_fork+0x62'                               b'python3'       6849       2887     46       4766     132812
                   b'__lookup_slow+0x92'                         b'systemd-udevd'      15994       4716      1       4716       4716
              b'kernfs_create_link+0x62'                               b'dockerd'       4655       1423     14       4692      19929
